row_type,model_alias,model_name,objective,dataset_family,readout,split,eval_split,metric_split,eval_scope,negative_budget_ratio,negative_budget_seed,k,scale_id,num_bank_correct,bank_size,num_eval,all_k_evaluated,metric_status,failure_reason,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,average_precision,tpr_at_1pct_fpr,fpr_at_95pct_tpr,threshold,num_samples
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,dash-b,Diag-kNN-scale-grid,test,test,test,pooled,0.5,20260507,8,k=8,326,326,436,True,passed,,0.555045871559633,0.5,0.0,0.0,0.0,0.6936823719860272,0.6318958834935763,0.6343863650548246,0.06701030927835051,0.7148760330578512,0.5,436.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,dash-b,Diag-kNN-scale-grid,test,test,test,pooled,0.5,20260507,16,k=16,326,326,436,True,passed,,0.5573394495412844,0.5025773195876289,1.0,0.005154639175257732,0.010256410256410256,0.712724716707847,0.6531850486648542,0.6555942376971995,0.10309278350515463,0.7479338842975206,0.5,436.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,dash-b,Diag-kNN-scale-grid,test,test,test,pooled,0.5,20260507,32,k=32,326,326,436,True,passed,,0.5573394495412844,0.5025773195876289,1.0,0.005154639175257732,0.010256410256410256,0.7430241969838971,0.6871390026286583,0.6894356815687117,0.12886597938144329,0.7768595041322314,0.5,436.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,repope,Diag-kNN-scale-grid,cal,cal,cal,pooled,0.5,20260508,1,k=1,1545,1545,799,True,passed,,0.9699624530663329,0.5,0.0,0.0,0.0,0.9118817204301076,0.38364618216786883,0.39221741470236526,0.2916666666666667,0.25806451612903225,0.5,799.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,repope,Diag-kNN-scale-grid,cal,cal,cal,pooled,0.5,20260508,2,k=2,1545,1545,799,True,passed,,0.9699624530663329,0.5,0.0,0.0,0.0,0.91,0.3878602652347418,0.3964757005381797,0.2916666666666667,0.2696774193548387,0.5,799.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,repope,Diag-kNN-scale-grid,cal,cal,cal,pooled,0.5,20260508,4,k=4,1545,1545,799,True,passed,,0.9699624530663329,0.5,0.0,0.0,0.0,0.9084946236559139,0.44086364542986045,0.44564545214956874,0.3333333333333333,0.24645161290322581,0.5,799.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,repope,Diag-kNN-scale-grid,cal,cal,cal,pooled,0.5,20260508,8,k=8,1545,1545,799,True,passed,,0.9699624530663329,0.5,0.0,0.0,0.0,0.9126881720430107,0.44499834473465105,0.4506324444025521,0.3333333333333333,0.2296774193548387,0.5,799.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,repope,Diag-kNN-scale-grid,cal,cal,cal,pooled,0.5,20260508,16,k=16,1545,1545,799,True,passed,,0.9699624530663329,0.5,0.0,0.0,0.0,0.9309677419354839,0.49978754904471206,0.5060806905642244,0.4166666666666667,0.2232258064516129,0.5,799.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,repope,Diag-kNN-scale-grid,cal,cal,cal,pooled,0.5,20260508,32,k=32,1545,1545,799,True,passed,,0.9699624530663329,0.5,0.0,0.0,0.0,0.9453225806451613,0.5341188805786117,0.5415109945280066,0.375,0.19741935483870968,0.5,799.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,repope,Diag-kNN-scale-grid,test,test,test,pooled,0.5,20260508,1,k=1,1545,1545,1611,True,passed,,0.9677219118559901,0.5,0.0,0.0,0.0,0.9336606305817339,0.38414472296270963,0.3928403508020876,0.17307692307692307,0.23476587556125722,0.5,1611.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,repope,Diag-kNN-scale-grid,test,test,test,pooled,0.5,20260508,2,k=2,1545,1545,1611,True,passed,,0.9677219118559901,0.5,0.0,0.0,0.0,0.9378669758721073,0.3968743036749451,0.40574649354739595,0.17307692307692307,0.24374599101988453,0.5,1611.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,repope,Diag-kNN-scale-grid,test,test,test,pooled,0.5,20260508,4,k=4,1545,1545,1611,True,passed,,0.9677219118559901,0.5,0.0,0.0,0.0,0.946464696304337,0.39928826102218257,0.40837601876749835,0.1346153846153846,0.20076972418216807,0.5,1611.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,repope,Diag-kNN-scale-grid,test,test,test,pooled,0.5,20260508,8,k=8,1545,1545,1611,True,passed,,0.9677219118559901,0.5,0.0,0.0,0.0,0.957948882419697,0.42547975255196097,0.43474267735822536,0.1346153846153846,0.13534316869788326,0.5,1611.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,repope,Diag-kNN-scale-grid,test,test,test,pooled,0.5,20260508,16,k=16,1545,1545,1611,True,passed,,0.9677219118559901,0.5,0.0,0.0,0.0,0.9620565451226132,0.43802328576325383,0.4473347907216175,0.1346153846153846,0.13855035279025016,0.5,1611.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,repope,Diag-kNN-scale-grid,test,test,test,pooled,0.5,20260508,32,k=32,1545,1545,1611,True,passed,,0.9677219118559901,0.5,0.0,0.0,0.0,0.9578872058025362,0.43507344057398467,0.4443454715359543,0.1346153846153846,0.14881334188582424,0.5,1611.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,pope,Diag-kNN-scale-grid,test,test,test,pooled,0.5,20260508,1,k=1,1653,1653,1674,True,passed,,0.9683393070489845,0.5,0.0,0.0,0.0,0.8575070129084074,0.13751118841534504,0.1433929953549346,0.07547169811320754,0.2862430598396052,0.5,1674.0
