model_name,dataset_family,variant,readout,eval_split,eval_scope,metric_status,failure_reason,pr_auc,pr_auc_ci_low,pr_auc_ci_high,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,tpr_at_1pct_fpr,fpr_at_95pct_tpr,num_test,num_test_correct,num_test_hard_hallucination,num_bank_correct,num_encoder_train,num_encoder_train_hallucination,num_excluded_false_negative,num_excluded_parsed_none
molmo-7b-d-0924,repope,Sphere-Traj-LSTM,Diag-KNN,test,pooled,passed,,0.1384591494597641,0.1073476782051309,0.18063798440016743,0.8617932765771665,0.841166898736231,0.8829519931722261,0.14424587938629108,0.013888888888888888,0.23444662737393582,1599,1527,72,1513,3988,202,41,0
minicpm-v-4_5,repope,Raw-Static,Diag-KNN,test,pooled,passed,,0.014332087789582039,0.009860237966878356,0.019149386062888244,0.24256408470325996,0.2021506710792425,0.2893075154672367,0.01513039823150729,0.0,0.9336340206185567,1589,1552,37,1530,3939,104,51,0
minicpm-v-4_5,repope,Sphere-Static,Diag-KNN,test,pooled,passed,,0.015096581867559508,0.010299687682539044,0.020330285031948857,0.29369253273892454,0.24260912905881368,0.34920320777789665,0.01599950183570175,0.0,0.9097938144329897,1589,1552,37,1530,3939,104,51,0
minicpm-v-4_5,repope,Raw-Traj-MeanPool,Diag-KNN,test,pooled,passed,,0.15156894576697402,0.09420471071530212,0.26336226117767625,0.8896454444134856,0.8395946206044314,0.9303443911880107,0.17542780225243013,0.08108108108108109,0.41881443298969073,1589,1552,37,1530,3939,104,51,0
minicpm-v-4_5,repope,Sphere-Traj-MeanPool,Diag-KNN,test,pooled,passed,,0.12741720161675024,0.08124133549232264,0.18670620586074338,0.8847346057397605,0.8297215263668106,0.9280516328331863,0.13745631482703258,0.0,0.5141752577319587,1589,1552,37,1530,3939,104,51,0
minicpm-v-4_5,repope,Raw-Traj-LSTM,Diag-KNN,test,pooled,passed,,0.032920419355034265,0.022824458455452345,0.04411641769125013,0.6724191975480636,0.6475084263520691,0.6980245767388517,0.03465198177314682,0.0,0.389819587628866,1589,1552,37,1530,3939,104,51,0
minicpm-v-4_5,repope,Sphere-Traj-LSTM,Diag-KNN,test,pooled,passed,,0.06367322000431923,0.0437644158860153,0.08642676569624563,0.8403803287823907,0.8162973098662087,0.8620470600854717,0.06719584458112991,0.0,0.27835051546391754,1589,1552,37,1530,3939,104,51,0
llava-v1.5-7b,repope,Raw-Static,Diag-KNN,test,pooled,passed,,0.19904314882593957,0.15559239847066114,0.2532937089613128,0.8124943855551563,0.783366045813781,0.8395064298339809,0.2058267169247706,0.01652892561983471,0.45652173913043476,1593,1472,121,1461,3935,302,47,0
llava-v1.5-7b,repope,Sphere-Static,Diag-KNN,test,pooled,passed,,0.19129417842377489,0.1511166686446136,0.24291226868490587,0.8088786830758175,0.7797322382247476,0.8355127639319754,0.19880716451411196,0.03305785123966942,0.49116847826086957,1593,1472,121,1461,3935,302,47,0
llava-v1.5-7b,repope,Raw-Traj-MeanPool,Diag-KNN,test,pooled,passed,,0.3162687638956283,0.2446416746256598,0.3955527773895201,0.8749550844412505,0.8515860557804316,0.8964738831216147,0.32255661416008913,0.08264462809917356,0.3498641304347826,1593,1472,121,1461,3935,302,47,0
llava-v1.5-7b,repope,Sphere-Traj-MeanPool,Diag-KNN,test,pooled,passed,,0.2836132189745641,0.2171634592914485,0.35690156392767164,0.8573257276320518,0.8302120750832933,0.8812769491340305,0.28944303567018786,0.04132231404958678,0.36209239130434784,1593,1472,121,1461,3935,302,47,0
llava-v1.5-7b,repope,Raw-Traj-LSTM,Diag-KNN,test,pooled,passed,,0.11057211178455939,0.08907119845206327,0.13649697727578028,0.6882186489399927,0.6529885615195622,0.7266200915939411,0.1139170508144014,0.008264462809917356,0.610733695652174,1593,1472,121,1461,3935,302,47,0
llava-v1.5-7b,repope,Sphere-Traj-LSTM,Diag-KNN,test,pooled,passed,,0.11060775010712298,0.09209309441420477,0.13163364684746037,0.706370149119655,0.6815482472359713,0.7312459387747661,0.11312729473445214,0.0,0.453125,1593,1472,121,1461,3935,302,47,0
