model_alias,model_name,dataset_family,encoder_family,objective,readout,support_family,eval_split,metric_split,eval_scope,negative_budget_ratio,negative_budget_seed,selected_k,selected_K,metric_status,failure_reason,pr_auc,pr_auc_ci_low,pr_auc_ci_high,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,tpr_at_1pct_fpr,fpr_at_95pct_tpr,num_test,num_test_correct,num_test_hard_hallucination,num_bank_correct,training_dataset_family,num_encoder_train_correct,num_encoder_train_hard_hallucination_available,num_encoder_train_hard_hallucination_used,num_encoder_train,num_encoder_train_hallucination,num_excluded_false_negative,num_excluded_parsed_none
qwen3.5-4b,qwen3.5-4b,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-Classifier,classifier_control,test,test,pooled,0.5,20260506,,,passed,,0.3281894239869097,0.263890276327751,0.4019476348688453,0.4453978906999041,0.3840932830657747,0.5071516429659036,0.3334653353488721,0.014285714285714285,0.959731543624161,438,298,140,361,repope,3852,84,42,3894,42,5,0
qwen3.5-4b,qwen3.5-4b,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-kNN-selected,nonparametric_knn,test,test,pooled,0.5,20260506,32,,passed,,0.35810715768234647,0.2998786180342945,0.42754277297310034,0.5846116970278044,0.5310850759479604,0.635926116783406,0.36329535793489887,0.007142857142857143,0.87248322147651,438,298,140,361,repope,3852,84,42,3894,42,5,0
qwen3.5-4b,qwen3.5-4b,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-vMF-selected,mixture_vmf,test,test,pooled,0.5,20260506,4,4,passed,,0.36474449576056034,0.3018939724056291,0.44011861692057846,0.575862895493768,0.520417786459497,0.6303964574765334,0.3700213855343612,0.007142857142857143,0.9026845637583892,438,298,140,361,repope,3852,84,42,3894,42,5,0
qwen3.5-4b,qwen3.5-4b,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-Classifier,classifier_control,test,test,pooled,0.5,20260507,,,passed,,0.5226306389218393,0.43965571451929025,0.6103356051266765,0.7168504314477468,0.6689883467367955,0.7615022937320716,0.5275709560519515,0.0,0.7550335570469798,438,298,140,361,repope,3852,84,42,3894,42,5,0
qwen3.5-4b,qwen3.5-4b,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-kNN-selected,nonparametric_knn,test,test,pooled,0.5,20260507,32,,passed,,0.3590509844459112,0.3022604420558074,0.43014818866773713,0.5957334611697027,0.5414440725434612,0.6495534573173982,0.36277628275004425,0.0,0.7483221476510067,438,298,140,361,repope,3852,84,42,3894,42,5,0
qwen3.5-4b,qwen3.5-4b,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-vMF-selected,single_vmf,test,test,pooled,0.5,20260507,1,1,passed,,0.39385354503014713,0.32708913273236706,0.4736799352949219,0.598777564717162,0.543676409577086,0.6567490778897028,0.3986216332486955,0.0,0.9429530201342282,438,298,140,361,repope,3852,84,42,3894,42,5,0
qwen3.5-4b,qwen3.5-4b,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-Classifier,classifier_control,test,test,pooled,0.5,20260508,,,passed,,0.4013980889363206,0.33514052350146284,0.47876181935141393,0.6365532118887823,0.5820804253754996,0.6884188942312693,0.4071834134659149,0.007142857142857143,0.7718120805369127,438,298,140,361,repope,3852,84,42,3894,42,5,0
qwen3.5-4b,qwen3.5-4b,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-kNN-selected,nonparametric_knn,test,test,pooled,0.5,20260508,2,,passed,,0.501782703780482,0.42416230398002985,0.5870632264542137,0.7462128475551294,0.698668597411428,0.7922446478559249,0.507701817970383,0.007142857142857143,0.8422818791946308,438,298,140,361,repope,3852,84,42,3894,42,5,0
qwen3.5-4b,qwen3.5-4b,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-vMF-selected,single_vmf,test,test,pooled,0.5,20260508,1,1,passed,,0.32696971210335635,0.2689909567355858,0.3978814357621711,0.5054410354745926,0.44700147140614993,0.5662394919516309,0.3326559973618774,0.007142857142857143,0.9530201342281879,438,298,140,361,repope,3852,84,42,3894,42,5,0
qwen3.5-9b,qwen3.5-9b,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-Classifier,classifier_control,test,test,pooled,0.5,20260506,,,passed,,0.3553040741953446,0.2958918565679679,0.4127086906560754,0.2714965397923875,0.2207850713359851,0.3215230626454788,0.357084608830867,0.11176470588235295,0.9926470588235294,442,272,170,349,repope,3885,114,57,3942,57,1,0
