model_alias,model_name,dataset_family,encoder_family,objective,readout,eval_split,metric_split,eval_scope,selected_k,metric_status,failure_reason,pr_auc,pr_auc_ci_low,pr_auc_ci_high,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,tpr_at_1pct_fpr,fpr_at_95pct_tpr,num_test,num_test_correct,num_test_hard_hallucination,num_bank_correct,num_encoder_train,num_encoder_train_hallucination,num_excluded_false_negative,num_excluded_parsed_none
gemma-3-4b-it,gemma-3-4b-it,repope,Sphere-Traj-LSTM,bce,Diag-vMF,test,test,pooled,,passed,,0.6870830096099761,0.6117464883907399,0.7638540491378799,0.9558247304427621,0.9428533422146423,0.9672908360198987,0.6896398640420013,0.37333333333333335,0.1231933929800413,1603,1453,150,1438,3914,407,37,0
gemma-3-4b-it,gemma-3-4b-it,repope,Sphere-Traj-LSTM,supcon,Diag-vMF,test,test,pooled,,passed,,0.6526499994126848,0.5787953425765126,0.7236887717038971,0.9111768754301446,0.879688753553424,0.9376881274268435,0.6543001632313259,0.36,0.5540261527873366,1603,1453,150,1438,3914,407,37,0
gemma-3-4b-it,gemma-3-4b-it,repope,Sphere-Traj-LSTM,proxy_anchor,Diag-vMF,test,test,pooled,,passed,,0.6091530321367825,0.5300808584210608,0.6915839963432876,0.9289103005276439,0.9040743732996027,0.9510212600980912,0.6119572304124505,0.24666666666666667,0.18513420509291123,1603,1453,150,1438,3914,407,37,0
molmo-7b-d-0924,molmo-7b-d-0924,repope,Sphere-Traj-LSTM,bce,Diag-vMF,test,test,pooled,,passed,,0.46217765983644504,0.3445292250011742,0.5856570536620483,0.8321872953503603,0.7526706729589699,0.9039161983614628,0.46814551241401847,0.2361111111111111,0.954158480681074,1599,1527,72,1513,3988,202,41,0
molmo-7b-d-0924,molmo-7b-d-0924,repope,Sphere-Traj-LSTM,supcon,Diag-vMF,test,test,pooled,,passed,,0.4395280385308904,0.320097155151938,0.5584474286783557,0.853993851415266,0.8084388073078913,0.9012994097899069,0.4438364297130612,0.2916666666666667,0.5514079895219385,1599,1527,72,1513,3988,202,41,0
molmo-7b-d-0924,molmo-7b-d-0924,repope,Sphere-Traj-LSTM,proxy_anchor,Diag-vMF,test,test,pooled,,passed,,0.35703933157256185,0.2592924206459699,0.4593239901299691,0.906434184675835,0.8700598065558951,0.9367872785563633,0.3624326653058941,0.125,0.435494433529797,1599,1527,72,1513,3988,202,41,0
minicpm-v-4_5,minicpm-v-4_5,repope,Sphere-Traj-LSTM,bce,Diag-vMF,test,test,pooled,,passed,,0.39804555842905637,0.24768434583147195,0.5613356820478448,0.9728859013652827,0.9636698283097105,0.9817200364383127,0.4151833473549168,0.43243243243243246,0.061211340206185565,1589,1552,37,1530,3939,104,51,0
minicpm-v-4_5,minicpm-v-4_5,repope,Sphere-Traj-LSTM,supcon,Diag-vMF,test,test,pooled,,passed,,0.46578912540317674,0.30959054631532834,0.6256801644637578,0.9181875174143215,0.8816311660663958,0.9528545708590774,0.471340052400577,0.3783783783783784,0.31121134020618557,1589,1552,37,1530,3939,104,51,0
minicpm-v-4_5,minicpm-v-4_5,repope,Sphere-Traj-LSTM,proxy_anchor,Diag-vMF,test,test,pooled,,passed,,0.4745064439439615,0.31447293373046226,0.6310475931003707,0.9425675675675675,0.9048473986224318,0.9705984287268131,0.4827656151615506,0.3783783783783784,0.35695876288659795,1589,1552,37,1530,3939,104,51,0
llava-v1.5-7b,llava-v1.5-7b,repope,Sphere-Traj-LSTM,bce,Diag-vMF,test,test,pooled,,passed,,0.6034355576307923,0.5157404262955182,0.6817264820150888,0.9082543568091987,0.8677209286268737,0.9409447665903463,0.6055054042216683,0.2975206611570248,0.14470108695652173,1593,1472,121,1461,3935,302,47,0
llava-v1.5-7b,llava-v1.5-7b,repope,Sphere-Traj-LSTM,supcon,Diag-vMF,test,test,pooled,,passed,,0.5483903813279314,0.4542573523972228,0.6412854048770025,0.8899344232842257,0.8561930622500336,0.9183527475089215,0.5509775797210708,0.2644628099173554,0.6127717391304348,1593,1472,121,1461,3935,302,47,0
llava-v1.5-7b,llava-v1.5-7b,repope,Sphere-Traj-LSTM,proxy_anchor,Diag-vMF,test,test,pooled,,passed,,0.1817459030775512,0.14791430074275178,0.2179670371015471,0.8229597107438016,0.7961187182388204,0.8474410824564379,0.18534430148146208,0.0,0.3960597826086957,1593,1472,121,1461,3935,302,47,0
qwen2.5-vl-7b,qwen2.5-vl-7b,repope,Sphere-Traj-LSTM,bce,Diag-vMF,test,test,pooled,,passed,,0.15275570147116302,0.07444042872859452,0.2791919061001359,0.8377885068299576,0.6844109069180447,0.967340596514939,0.1740702661957882,0.18181818181818182,0.9689119170984456,1566,1544,22,1531,3895,101,74,0
qwen2.5-vl-7b,qwen2.5-vl-7b,repope,Sphere-Traj-LSTM,supcon,Diag-vMF,test,test,pooled,,passed,,0.011920876165037946,0.007084984863868859,0.01764331498093965,0.46125765426283566,0.35754821135547854,0.5493824160989339,0.013283020020586286,0.0,0.8957253886010362,1566,1544,22,1531,3895,101,74,0
qwen2.5-vl-7b,qwen2.5-vl-7b,repope,Sphere-Traj-LSTM,proxy_anchor,Diag-vMF,test,test,pooled,,passed,,0.20011814240174905,0.06738331783219098,0.35294312400566846,0.8585433349034386,0.7418208822910837,0.9550105802687516,0.20976941418853418,0.13636363636363635,0.7512953367875648,1566,1544,22,1531,3895,101,74,0
