model_alias,model_name,dataset_family,encoder_family,objective,method,readout,support_family,method_role,eval_split,metric_split,eval_scope,negative_budget_ratio,negative_budget_seed,selected_k,selected_K,selected_rho,selected_C,metric_status,failure_reason,pr_auc,pr_auc_ci_low,pr_auc_ci_high,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,tpr_at_1pct_fpr,fpr_at_95pct_tpr,num_test,num_test_correct,num_test_hard_hallucination,num_bank_correct,training_dataset_family,num_encoder_train_correct,num_encoder_train_hard_hallucination_available,num_encoder_train_hard_hallucination_used,num_encoder_train,num_encoder_train_hard_hallucination,num_excluded_false_negative,num_excluded_parsed_none
minicpm-v-2_6,minicpm-v-2_6,repope,Sphere-Traj-LSTM,proxy_anchor,mixture_vmf,StageC-mixture_vmf,mixture_vmf,support_estimator,test,test,pooled,0.5,20260506,,2,,,passed,,0.23649702285904695,0.07008264204195375,0.421519610050307,0.8448778167548605,0.7379244541507751,0.9330475526509548,0.24687322751768587,0.18181818181818182,0.7076520601700458,1551,1529,22,1529,repope,3776,80,40,3816,40,89,0
minicpm-v-2_6,minicpm-v-2_6,repope,Sphere-Traj-LSTM,proxy_anchor,knn,StageC-knn,knn,support_estimator,test,test,pooled,0.5,20260506,16,,,,passed,,0.017786652713750493,0.007895199326732013,0.03507635502245961,0.47642547119329326,0.3275835735328159,0.6164357759319957,0.02276605859338198,0.0,0.9391759319816874,1551,1529,22,1529,repope,3776,80,40,3816,40,89,0
minicpm-v-2_6,minicpm-v-2_6,repope,Sphere-Traj-LSTM,proxy_anchor,radius_ball,StageC-radius_ball,radius_ball,support_estimator,test,test,pooled,0.5,20260506,,,0.015450013581692538,,passed,,0.01186863103230234,0.006806680100662938,0.01821725131583167,0.4591979309114692,0.35122786346496365,0.5705482670212745,0.01363916222392449,0.0,0.8397645519947678,1551,1529,22,1529,repope,3776,80,40,3816,40,89,0
minicpm-v-2_6,minicpm-v-2_6,repope,Sphere-Traj-LSTM,proxy_anchor,logistic,StageC-logistic,supervised_comparator,supervised_comparator,test,test,pooled,0.5,20260506,,,,10.0,passed,,0.23831621822694998,0.0762990291779458,0.4208490250841076,0.8406861287829241,0.7215944836979474,0.940854009372768,0.248213159502357,0.18181818181818182,0.8057553956834532,1551,1529,22,1529,repope,3776,80,40,3816,40,89,0
minicpm-v-2_6,minicpm-v-2_6,repope,Sphere-Traj-LSTM,proxy_anchor,single_vmf,StageC-single_vmf,single_vmf,support_estimator,test,test,pooled,0.5,20260507,,,,,passed,,0.12960906607340944,0.062209413090105324,0.2332263729602715,0.8662524525833879,0.7634788467107301,0.9515325284288777,0.16111195640660284,0.22727272727272727,0.671026814911707,1551,1529,22,1529,repope,3776,80,40,3816,40,89,0
minicpm-v-2_6,minicpm-v-2_6,repope,Sphere-Traj-LSTM,proxy_anchor,mixture_vmf,StageC-mixture_vmf,mixture_vmf,support_estimator,test,test,pooled,0.5,20260507,,2,,,passed,,0.12960906607340944,0.062209413090105324,0.2332263729602715,0.8662524525833879,0.7634788467107301,0.9515325284288777,0.16111195640660284,0.22727272727272727,0.671026814911707,1551,1529,22,1529,repope,3776,80,40,3816,40,89,0
minicpm-v-2_6,minicpm-v-2_6,repope,Sphere-Traj-LSTM,proxy_anchor,knn,StageC-knn,knn,support_estimator,test,test,pooled,0.5,20260507,32,,,,passed,,0.060733789892055565,0.026651051529616682,0.123283227557305,0.8215113859325762,0.7653876995613419,0.880492727272359,0.07488545204926542,0.045454545454545456,0.4048397645519948,1551,1529,22,1529,repope,3776,80,40,3816,40,89,0
minicpm-v-2_6,minicpm-v-2_6,repope,Sphere-Traj-LSTM,proxy_anchor,radius_ball,StageC-radius_ball,radius_ball,support_estimator,test,test,pooled,0.5,20260507,,,0.007575214267842335,,passed,,0.47840755411332264,0.406193654600278,0.529126213592233,0.8241274748796005,0.7505991846385115,0.8765473323305327,0.045776196616827115,0.0,0.6304774362328319,1551,1529,22,1529,repope,3776,80,40,3816,40,89,0
minicpm-v-2_6,minicpm-v-2_6,repope,Sphere-Traj-LSTM,proxy_anchor,logistic,StageC-logistic,supervised_comparator,supervised_comparator,test,test,pooled,0.5,20260507,,,,0.1,passed,,0.3082019809910133,0.15369616403753433,0.48481157738355274,0.9394732148165765,0.9008992858527922,0.9717204654137989,0.31757999549223864,0.22727272727272727,0.262916939175932,1551,1529,22,1529,repope,3776,80,40,3816,40,89,0
minicpm-v-2_6,minicpm-v-2_6,repope,Sphere-Traj-LSTM,proxy_anchor,single_vmf,StageC-single_vmf,single_vmf,support_estimator,test,test,pooled,0.5,20260508,,,,,passed,,0.33679012532011376,0.13007406634108196,0.5650174719529257,0.8460966763779059,0.7251772881167221,0.9459805851474448,0.3688058181895761,0.3181818181818182,0.7155003270111184,1551,1529,22,1529,repope,3776,80,40,3816,40,89,0
minicpm-v-2_6,minicpm-v-2_6,repope,Sphere-Traj-LSTM,proxy_anchor,mixture_vmf,StageC-mixture_vmf,mixture_vmf,support_estimator,test,test,pooled,0.5,20260508,,2,,,passed,,0.007350825022583685,0.004523159764625202,0.010542734967442208,0.07652060170045782,0.036474691371577314,0.12316183151875745,0.00812314404420546,0.0,0.999345977763244,1551,1529,22,1529,repope,3776,80,40,3816,40,89,0
minicpm-v-2_6,minicpm-v-2_6,repope,Sphere-Traj-LSTM,proxy_anchor,knn,StageC-knn,knn,support_estimator,test,test,pooled,0.5,20260508,4,,,,passed,,0.34934956099032827,0.14691457377654732,0.5431616285697591,0.8916404066829181,0.8343895006426739,0.9410869765049836,0.3589041096636695,0.3181818181818182,0.3250490516677567,1551,1529,22,1529,repope,3776,80,40,3816,40,89,0
minicpm-v-2_6,minicpm-v-2_6,repope,Sphere-Traj-LSTM,proxy_anchor,radius_ball,StageC-radius_ball,radius_ball,support_estimator,test,test,pooled,0.5,20260508,,,0.00906405868349422,,passed,,0.45284984352663915,0.36549228555031343,0.5170222646356862,0.8129347761460253,0.7828547315954422,0.8386922258199916,0.037080805934397096,0.0,0.3407455853499019,1551,1529,22,1529,repope,3776,80,40,3816,40,89,0
